"","mean","sd","2.5%","50%","97.5%","Rhat","n.eff"
"delta_wd[27]",28.2342892666667,1.34738290447531,25.621525,28.2199,30.8932325,1.01,353
"delta_wd[28]",28.8340674,1.37178661734236,26.20051,28.79765,31.506875,1.01,367
"delta_wd[29]",29.4469131333333,1.40351064533734,26.809935,29.4263,32.2227475,1.01,382
"delta_wd[30]",30.0731196666667,1.44297380166611,27.4161775,30.03425,32.986185,1.01,395
"delta_wd[31]",30.7129818666667,1.49051302581066,27.99611,30.6723,33.7389925,1.01,406
"delta_wd[32]",31.3668059333333,1.54637867717029,28.5376425,31.3525,34.50473,1.01,438
"delta_wd[33]",32.0349047333333,1.61074597862482,29.10869,32.0036,35.361255,1.01,446
"delta_wd[34]",32.7175967333333,1.68371483173539,29.646515,32.67035,36.252965,1.01,425
"delta_wd[35]",33.4152115333333,1.765332295213,30.2309175,33.35055,37.075725,1.01,456
"delta_wd[36]",34.1280783333333,1.85560560460202,30.81859,34.05365,37.9408175,1.01,459
"delta_wd[37]",34.8565415333333,1.95451179972182,31.3714225,34.77095,38.875305,1.01,460
"delta_wd[38]",35.6009509333333,2.06202103574795,31.9241125,35.5307,39.846815,1.01,460
"delta_wd[39]",36.3616639333333,2.1780885918396,32.4292425,36.25885,40.8764825,1.01,435
"delta_wd[40]",37.1390470666667,2.30269109884265,32.955535,36.99955,41.9129125,1.01,433
"delta_wd[41]",37.9334696,2.43580341453739,33.5266175,37.79175,42.9758125,1.01,400
"delta_wd[42]",38.7453208666667,2.57742430824025,34.15457,38.61785,44.1587025,1.01,397
"delta_wd[43]",39.5749885333333,2.72756516104877,34.6924125,39.44235,45.3374125,1.01,393
"delta_wd[44]",40.422875,2.88626281213073,35.2206975,40.2904,46.6563625,1.01,390
"delta_wd[45]",41.2893896666667,3.05357484821135,35.8193725,41.15975,47.9186025,1.01,386
"delta_wd[46]",42.1749515333333,3.22957442168383,36.4051375,42.01185,49.2209225,1.01,397
"delta_wd[47]",43.0799904666667,3.41436013254689,37.0406525,42.89325,50.5610525,1,393
"delta_wd[48]",44.0049415333333,3.60804929417838,37.6883175,43.7902,51.9620225,1,389
"delta_wd[49]",44.9502588666667,3.81077625837602,38.285485,44.7076,53.432665,1,385
"delta_wd[50]",45.9164004666667,4.02269979287321,38.95888,45.6397,54.89163,1,382
"delta_wd[51]",46.903832,4.24399292179619,39.59112,46.60815,56.4873225,1,379
"delta_wd[52]",47.9130386,4.47483879015792,40.2138825,47.6158,58.0819375,1,375
"delta_wd[53]",48.9445113333333,4.71545152903728,40.9073575,48.6347,59.7610925,1,372
"delta_wd[54]",49.9987515333333,4.96605176479109,41.575055,49.68835,61.4334925,1,369
"delta_wd[55]",51.0762773333333,5.22687173275565,42.2747575,50.7562,63.1143325,1,367
"delta_wd[56]",52.1776117333333,5.49816979953499,42.948135,51.81235,64.8332025,1,364
"delta_wd[57]",53.3032972666667,5.7802086504036,43.5676625,52.8518,66.6366,1,361
"delta_wd[58]",54.4538812666667,6.07327352495025,44.23584,53.9956,68.590115,1,359
"delta_wd[59]",55.6299329333333,6.37765865311342,44.9107875,55.1023,70.4641825,1,356
"delta_wd[60]",56.8320279333333,6.69367192706997,45.5672825,56.2621,72.34534,1,354
"delta_wd[61]",58.0607504,7.02163651462028,46.2314875,57.4454,74.35494,1,352
"delta_wd[62]",59.3167158666667,7.36189109695264,46.927445,58.5818,76.42039,1,350
"delta_wd[63]",60.6005368666667,7.71478627740857,47.6585225,59.8483,78.5431375,1,348
"delta_wd[64]",61.9128441333333,8.0806859091821,48.401995,61.1342,80.7248875,1,346
"delta_wd[65]",63.2542901333333,8.45997102188438,49.1575975,62.41155,82.914105,1,344
"delta_wd[66]",64.6255352666667,8.85303482917397,49.89714,63.77235,85.1554975,1,342
"delta_wd[67]",66.0272555333333,9.26028186304453,50.6782775,65.1099,87.45749,1,341
"delta_wd[68]",67.4601478666667,9.68214046639875,51.441355,66.53115,89.82182,1,339
"delta_wd[69]",68.9249218666667,10.1190359980811,52.22559,67.9754,92.2535125,1,337
"delta_wd[70]",70.4223028666667,10.5714368943693,53.05513,69.4436,94.7840275,1,336
"delta_wd[71]",71.9530380666667,11.0398063512385,53.9087325,70.88285,97.40654,1,334
"delta_wd[72]",73.5178798,11.5246081094886,54.7815275,72.3796,100.14805,1,333
"delta_wd[73]",75.1176168666667,12.026373058955,55.6286575,73.92065,102.9722,1,332
"delta_wd[74]",76.7530414,12.545595055041,56.487405,75.447,105.88505,1,330
"delta_wd[75]",78.4249622666667,13.0828008482062,57.3573125,77.05185,108.976475,1,329
"delta_wd[76]",80.1342258666667,13.6385682760921,58.2406125,78.654,112.1578,1,328
"delta_wd[77]",81.8816849333333,14.2134600138372,59.1213125,80.3095,115.4325,1,327
"delta_wd[78]",83.6682106666667,14.808048712123,60.010985,82.01515,118.662925,1,325
"delta_wd[79]",85.4946908,15.4229349054035,60.949495,83.74935,121.962225,1,324
"delta_wd[80]",87.3620501333333,16.0587513546693,61.9027025,85.51625,125.35435,1,323
"delta_wd[81]",89.2712242666667,16.71615017308,62.890915,87.3719,128.82765,1,322
"delta_wd[82]",91.2231581333333,17.3957665816289,63.90238,89.2365,132.497425,1,321
"delta_wd[83]",93.2188620666667,18.0983253105271,64.93776,91.07585,136.27205,1,320
"delta_wd[84]",95.2593152666667,18.8244969959662,65.943285,93.01375,140.15915,1,319
"delta_wd[85]",97.3455504,19.575034063271,66.9347875,95.01235,144.114975,1,318
"delta_wd[86]",99.4786301333333,20.3506817934807,67.90181,97.08555,148.25425,1,317
"delta_wd[87]",101.659636266667,21.1522138789869,68.8800225,99.13015,152.4776,1,316
"delta_wd[88]",103.889642733333,21.9804157818766,69.848655,101.258,156.8217,1,315
"delta_wd[89]",106.169800466667,22.8361299107403,70.8564975,103.392,161.2587,1,315
"delta_wd[90]",108.5012588,23.7201949292648,71.8864325,105.552,165.683325,1,314
"delta_wd[91]",110.8852056,24.6334849394775,72.9453825,107.774,170.21275,1,313
"delta_wd[92]",113.3228498,25.5768965286915,74.1026375,110.0465,174.842275,1,312
"delta_wd[93]",115.8154332,26.5513920597294,75.2304575,112.3805,179.6967,1,311
"delta_wd[94]",118.364197733333,27.5578714500825,76.373095,114.762,184.730625,1,311
"delta_wd[95]",120.970455866667,28.5973711914731,77.5116975,117.21,189.9077,1,310
"delta_wd[96]",123.635565333333,29.6709003051447,78.667285,119.69,195.238325,1,309
"delta_wd[97]",126.3608538,30.7794930199258,79.8401475,122.255,200.718725,1,309
"delta_wd[98]",129.147721266667,31.9242405563585,81.0304425,124.8695,206.3529,1,308
"delta_wd[99]",131.9975682,33.1062663393578,82.237045,127.5325,212.102375,1,307
"delta_wd[100]",134.9119176,34.3267074221703,83.420255,130.2175,217.990475,1,307
"delta_wod[1]",27.8572258,2.49573905248253,23.23974,27.73735,33.038155,1.03,240
"delta_wod[2]",27.8844944,2.42364233657094,23.4080825,27.7819,32.8814225,1.03,238
"delta_wod[3]",27.9120433333333,2.35212231104726,23.564055,27.81145,32.7630375,1.03,236
"delta_wod[4]",27.9398667333333,2.28124265250756,23.749505,27.8438,32.628915,1.03,234
"delta_wod[5]",27.9679725333333,2.21107333239909,23.94312,27.89445,32.5115425,1.03,232
"delta_wod[6]",27.9963572666667,2.1416979080004,24.121215,27.9236,32.364265,1.03,230
"delta_wod[7]",28.0250236666667,2.07320091642042,24.2685,27.9444,32.2171375,1.03,228
"delta_wod[8]",28.0539712,2.00569283136271,24.40178,27.99165,32.0948225,1.03,226
"delta_wod[9]",28.0832022,1.93928134588413,24.51361,28.03385,32.0196675,1.03,224
"delta_wod[10]",28.1127169333333,1.87410062970663,24.631395,28.0718,31.8917725,1.03,222
"delta_wod[11]",28.1425123333333,1.81030388834398,24.7607,28.10185,31.7729925,1.03,219
"delta_wod[12]",28.172596,1.7480551509772,24.929265,28.1313,31.67141,1.03,217
"delta_wod[13]",28.2029650666667,1.6875437217847,25.1331375,28.15765,31.6261975,1.03,215
"delta_wod[14]",28.2336188666667,1.62898401622221,25.2704925,28.19225,31.539655,1.03,197
"delta_wod[15]",28.2645632666667,1.57261440093453,25.423195,28.20415,31.42114,1.03,195
"delta_wod[16]",28.2957936,1.51870291772747,25.52052,28.24125,31.33403,1.02,193
"delta_wod[17]",28.3273147333333,1.46754396609138,25.6212875,28.27925,31.2550425,1.02,191
"delta_wod[18]",28.3591239333333,1.41946301661493,25.7506225,28.3212,31.2111225,1.02,189
"delta_wod[19]",28.3912265333333,1.37481281651101,25.8633075,28.35145,31.1156775,1.02,189
"delta_wod[20]",28.4236192666667,1.33396431107593,25.985485,28.37915,31.013615,1.02,189
"delta_wod[21]",28.4563064,1.29730955274733,26.066965,28.4177,30.97724,1.01,189
"delta_wod[22]",28.489286,1.26525099716798,26.13327,28.4566,30.9083475,1.01,193
"delta_wod[23]",28.5225602666667,1.23817757032599,26.178735,28.49895,30.867365,1.01,196
"delta_wod[24]",28.5561301333333,1.21646152123022,26.24895,28.5468,30.9102875,1.01,201
"delta_wod[25]",28.5899978,1.20043078284621,26.323985,28.5788,30.9397875,1.01,272
"delta_wod[26]",28.6241619333333,1.1903582840363,26.3863,28.62255,30.955285,1.01,291
"delta_wod[27]",28.6586247333333,1.18643910833783,26.4393475,28.65545,30.959375,1.01,304
"delta_wod[28]",28.6933864,1.18877699642666,26.483515,28.68185,30.98229,1.01,318
"delta_wod[29]",28.7284501333333,1.19737887099299,26.49342,28.7182,31.0545375,1.01,333
"delta_wod[30]",28.7638140666667,1.21215845871796,26.4525975,28.77475,31.041285,1.01,364
"delta_wod[31]",28.7994798666667,1.23293663375288,26.450025,28.7856,31.123435,1.01,403
"delta_wod[32]",28.8354515333333,1.25946471104853,26.4309275,28.8017,31.22971,1.01,418
"delta_wod[33]",28.8717262666667,1.29143194457227,26.4040075,28.85335,31.390065,1.01,431
"delta_wod[34]",28.9083059333333,1.32849625103127,26.3784475,28.90705,31.5415575,1.01,443
"delta_wod[35]",28.9451915333333,1.37028546192625,26.3633325,28.9441,31.6449225,1.01,453
"delta_wod[36]",28.9823856666667,1.41642717960295,26.3088,28.98065,31.7573075,1.01,461
"delta_wod[37]",29.0198882666667,1.46655959595283,26.24843,29.017,31.90395,1.01,467
"delta_wod[38]",29.0577016,1.52032889112704,26.21599,29.04135,32.0650575,1.01,441
"delta_wod[39]",29.0958248,1.57740716809398,26.14828,29.05535,32.2669,1.01,444
"delta_wod[40]",29.1342589333333,1.63749476606577,26.0659325,29.08415,32.41808,1.01,446
"delta_wod[41]",29.1730082,1.7003089494506,25.9890425,29.13185,32.615415,1.01,447
"delta_wod[42]",29.2120702666667,1.76560871745262,25.935605,29.16795,32.839415,1.01,448
"delta_wod[43]",29.2514468666667,1.83316645949816,25.822935,29.1943,33.05341,1.01,447
"delta_wod[44]",29.2911411333333,1.90278211856969,25.685755,29.2085,33.204215,1.01,446
"delta_wod[45]",29.3311518666667,1.97427793552841,25.5735875,29.2566,33.354545,1.01,445
"delta_wod[46]",29.3714838,2.04749899189852,25.462105,29.2784,33.5597125,1.01,443
"delta_wod[47]",29.4121317333333,2.12230362891565,25.3496275,29.3387,33.75553,1.01,441
"delta_wod[48]",29.4531028,2.1985710527647,25.252225,29.38125,33.9583275,1.01,438
"delta_wod[49]",29.4943961333333,2.27619162938027,25.1510375,29.41525,34.1235125,1.01,436
"delta_wod[50]",29.5360116666667,2.35507001156302,25.0614575,29.45135,34.33434,1.01,418
"delta_wod[51]",29.5779522,2.43512082665086,24.9468025,29.4849,34.5123725,1.01,402
"delta_wod[52]",29.620219,2.51626750127068,24.86464,29.5209,34.689555,1.01,399
"delta_wod[53]",29.6628123333333,2.59844770207166,24.7720325,29.56705,34.9118825,1.01,397
"delta_wod[54]",29.7057347333333,2.68159940030126,24.6682275,29.60285,35.164855,1.01,395
"delta_wod[55]",29.7489864,2.76567394069617,24.564245,29.6323,35.4190875,1.01,392
"delta_wod[56]",29.7925665333333,2.85062077958808,24.46429,29.662,35.72436,1.01,379
"delta_wod[57]",29.8364803333333,2.93640186507717,24.400405,29.7005,35.9852575,1.02,377
"delta_wod[58]",29.8807283333333,3.02298037950637,24.328015,29.72725,36.1744375,1.02,375
"delta_wod[59]",29.925309,3.11032671305877,24.219465,29.75795,36.42426,1.02,373
"delta_wod[60]",29.9702258,3.19840752950343,24.116775,29.8006,36.73343,1.02,371
"delta_wod[61]",30.0154806666667,3.28720197932854,24.034995,29.8147,37.0319075,1.02,369
"delta_wod[62]",30.0610744666667,3.37668789544383,23.9428875,29.87105,37.2893925,1.02,367
"delta_wod[63]",30.1070100666667,3.46684196528101,23.8383925,29.8891,37.499885,1.02,366
"delta_wod[64]",30.1532828,3.55764811483891,23.7316475,29.9282,37.7048675,1.02,364
"delta_wod[65]",30.1998980666667,3.64909164552512,23.6480775,29.97845,37.91106,1.02,363
"delta_wod[66]",30.2468606666667,3.74115793311285,23.56568,30.0027,38.1591125,1.02,361
"delta_wod[67]",30.2941661333333,3.83383406122632,23.483535,30.0297,38.416445,1.02,360
"delta_wod[68]",30.3418209333333,3.9271132313388,23.397605,30.0752,38.6755525,1.02,358
"delta_wod[69]",30.3898209333333,4.02098206221211,23.292505,30.09505,38.940165,1.02,357
"delta_wod[70]",30.4381717333333,4.11543400732334,23.1870525,30.1382,39.1901225,1.02,356
"delta_wod[71]",30.4868727333333,4.21045925834233,23.0807925,30.1725,39.412695,1.02,355
"delta_wod[72]",30.5359263333333,4.30605986753185,22.93899,30.21915,39.6779825,1.02,354
"delta_wod[73]",30.5853340666667,4.40222316242305,22.7958275,30.25505,39.9515,1.02,353
"delta_wod[74]",30.6350983333333,4.49894470296359,22.6849025,30.30645,40.2730925,1.02,352
"delta_wod[75]",30.6852183333333,4.59622668668704,22.591615,30.32475,40.5973375,1.02,351
"delta_wod[76]",30.7356957333333,4.69406060819458,22.497295,30.37275,40.924135,1.02,350
"delta_wod[77]",30.7865330666667,4.79244775140427,22.4033375,30.39845,41.2535325,1.02,349
"delta_wod[78]",30.837732,4.89138462350141,22.309785,30.43515,41.5856825,1.02,348
"delta_wod[79]",30.8892938,4.99087082897857,22.203445,30.48115,41.920385,1.02,347
"delta_wod[80]",30.941221,5.09090468130257,22.107145,30.5213,42.2091725,1.02,346
"delta_wod[81]",30.9935136,5.19148864346235,22.0112925,30.5429,42.497505,1.02,346
"delta_wod[82]",31.0461740666667,5.29261909067966,21.91584,30.56335,42.7903125,1.02,345
"delta_wod[83]",31.099203,5.39429784706773,21.8207875,30.5953,43.085255,1.02,344
"delta_wod[84]",31.1526025333333,5.49652699740261,21.7261825,30.63125,43.37242,1.02,344
"delta_wod[85]",31.2063739333333,5.59930961596911,21.6319725,30.65835,43.6797575,1.02,343
"delta_wod[86]",31.2605188666667,5.70264191151593,21.5381625,30.70495,43.989295,1.02,342
"delta_wod[87]",31.3150405333333,5.80653016824852,21.4447525,30.7349,44.300975,1.02,342
"delta_wod[88]",31.3699404666667,5.91097347405116,21.35179,30.7555,44.6149025,1.02,341
"delta_wod[89]",31.4252174,6.01597727835523,21.259595,30.7966,44.9310725,1.02,341
"delta_wod[90]",31.4808745333333,6.12154020010262,21.171575,30.8234,45.24949,1.02,340
"delta_wod[91]",31.5369132,6.22767021618948,21.063905,30.83945,45.5753275,1.02,340
"delta_wod[92]",31.5933384666667,6.33436710702377,20.9558425,30.86325,45.913625,1.02,339
"delta_wod[93]",31.6501468,6.44163160587442,20.8719525,30.8909,46.2544025,1.02,339
"delta_wod[94]",31.7073422666667,6.54947312269953,20.78831,30.91415,46.5977175,1.02,338
"delta_wod[95]",31.7649294,6.65789164379104,20.708585,30.9651,46.9436125,1.02,338
"delta_wod[96]",31.8229029333333,6.76689068307958,20.630425,30.98225,47.29286,1.02,338
"delta_wod[97]",31.8812735333333,6.876474857826,20.54572,31.0138,47.6464,1.02,337
"delta_wod[98]",31.9400354666667,6.98664711143731,20.461315,31.0552,48.0026125,1.02,337
"delta_wod[99]",31.9991938,7.09741604325515,20.376895,31.08665,48.36154,1.02,337
"delta_wod[100]",32.0587522,7.20878049931008,20.2925625,31.12385,48.7230875,1.02,336
"delta_l20_wd",21.3928840666667,1.44223209360144,18.6538225,21.35055,24.229865,1.01,264
"delta_l50_wd",24.6351359333333,1.32833636139903,22.1491225,24.6069,27.2803225,1.01,273
"delta_l80_wd",31.6990515333333,1.577493225554,28.815325,31.6823,34.927345,1.01,442
"delta_l20_wod",28.2259294,1.64342793183447,25.2464375,28.1819,31.55392,1.03,198
"delta_l50_wod",28.4399242666667,1.31508844422795,26.028425,28.39505,30.9731975,1.02,189
"delta_l80_wod",28.8535505333333,1.27478896620001,26.41442,28.8359,31.291065,1.01,425
