"","mean","sd","2.5%","50%","97.5%","Rhat","n.eff"
"delta_wd[16]",3.13891477333333,0.102189969172525,2.940224,3.139805,3.34009025,1.01,380
"delta_wd[17]",3.13801118,0.0999039797351381,2.941709,3.138885,3.33461475,1.01,379
"delta_wd[18]",3.13710784666667,0.0977047125796397,2.943864,3.138425,3.33062825,1.01,379
"delta_wd[19]",3.13620437333333,0.0955983173073073,2.946671,3.136885,3.32652875,1.01,380
"delta_wd[20]",3.13530099333333,0.0935909519890114,2.95156475,3.13643,3.32155575,1.01,381
"delta_wd[21]",3.13439766,0.0916889034263803,2.955949,3.13572,3.31701925,1.01,382
"delta_wd[22]",3.13349419333333,0.0898990944667404,2.959593,3.13378,3.3123515,1.01,384
"delta_wd[23]",3.13259060666667,0.0882285688013456,2.962115,3.13276,3.30794625,1.01,387
"delta_wd[24]",3.13168742,0.0866839104418842,2.964945,3.132145,3.303425,1.01,390
"delta_wd[25]",3.13078386,0.0852719200788651,2.9651155,3.13101,3.29952275,1.01,394
"delta_wd[26]",3.12988066,0.0839995310076435,2.967684,3.130595,3.2992595,1.01,400
"delta_wd[27]",3.12897708666667,0.0828730146723674,2.96788025,3.12996,3.29781475,1.01,406
"delta_wd[28]",3.12807364666667,0.0818983764886876,2.9706585,3.128995,3.29527725,1.01,413
"delta_wd[29]",3.12717023333333,0.0810811995139562,2.9731365,3.127475,3.29248625,1.01,421
"delta_wd[30]",3.12626678,0.0804261783090755,2.9720815,3.126415,3.29140625,1.01,429
"delta_wd[31]",3.12536357333333,0.0799371999876102,2.97328525,3.12567,3.28837975,1.01,439
"delta_wd[32]",3.12446012666667,0.0796179341702922,2.974432,3.12543,3.28745,1.01,450
"delta_wd[33]",3.12355658,0.0794695399119655,2.97125075,3.12487,3.28497625,1.01,461
"delta_wd[34]",3.12265340666667,0.0794935011507949,2.96984375,3.12333,3.28402625,1.01,474
"delta_wd[35]",3.12174982,0.0796896845439614,2.967756,3.12196,3.28428775,1.01,487
"delta_wd[36]",3.12084645333333,0.0800565014647301,2.96710175,3.12071,3.28595325,1.01,500
"delta_wd[37]",3.11994300666667,0.080591936539479,2.9633405,3.119415,3.28835425,1.01,513
"delta_wd[38]",3.11903968,0.0812924872286331,2.9591195,3.11899,3.29017375,1,527
"delta_wd[39]",3.11813628,0.0821541371256464,2.95553025,3.1174,3.287661,1.01,590
"delta_wd[40]",3.11723282,0.083171460179398,2.951492,3.116905,3.29149675,1.01,603
"delta_wd[41]",3.11632942666667,0.0843392729281165,2.94783775,3.11622,3.29269525,1.01,621
"delta_wd[42]",3.11542598666667,0.0856512078250763,2.94550525,3.11479,3.29613275,1.01,633
"delta_wd[43]",3.11452256,0.0871006260843701,2.9401515,3.113505,3.29792625,1.01,616
"delta_wd[44]",3.11361925333333,0.0886812395448287,2.93787075,3.11282,3.2984295,1.01,625
"delta_wd[45]",3.11271568666667,0.09038548824333,2.9341995,3.11111,3.298837,1.01,633
"delta_wd[46]",3.11181246,0.092207196730521,2.92993325,3.11059,3.29906175,1.01,640
"delta_wd[47]",3.11090895333333,0.0941391252177807,2.92675525,3.10954,3.30308,1.01,645
"delta_wd[48]",3.11000565333333,0.0961747595384985,2.92185925,3.108455,3.30399,1.01,650
"delta_wd[49]",3.10910228,0.0983076389336899,2.915528,3.10694,3.30548875,1.01,653
"delta_wd[50]",3.10819873333333,0.100531493645218,2.90746125,3.10646,3.30749525,1.01,656
"delta_wd[51]",3.10729537333333,0.102840761807045,2.900075,3.105585,3.309992,1.01,657
"delta_wd[52]",3.10639204,0.105229541548534,2.894654,3.104425,3.31270425,1.01,657
"delta_wd[53]",3.10548857333333,0.107692234870791,2.89037775,3.102885,3.31661425,1.01,657
"delta_wd[54]",3.10458516666667,0.110224698292086,2.88648375,3.101785,3.3211885,1.01,656
"delta_wd[55]",3.10368184,0.112821417749836,2.88277575,3.100305,3.32580375,1.01,654
"delta_wd[56]",3.10277824666667,0.115478462565696,2.8761515,3.09945,3.33002975,1.01,652
"delta_wd[57]",3.10187489333333,0.118191753884861,2.86894675,3.09905,3.33397925,1.01,650
"delta_wd[58]",3.10097141333333,0.120957239060987,2.86138225,3.098055,3.3397205,1.01,666
"delta_wd[59]",3.10006800666667,0.123771879882278,2.85669125,3.097715,3.34641475,1.01,665
"delta_wd[60]",3.09916465333333,0.126632157430397,2.850397,3.097735,3.35228525,1.01,665
"delta_wd[61]",3.09826132,0.129534791276417,2.84583625,3.096895,3.3565845,1.01,698
"delta_wd[62]",3.09735773333333,0.132477517415633,2.83899825,3.09622,3.36403675,1.01,641
"delta_wd[63]",3.09645439333333,0.135457373319517,2.83018575,3.09608,3.369282,1.01,641
"delta_wd[64]",3.09555115333333,0.138472118651008,2.82161475,3.095945,3.37385525,1.01,640
"delta_wd[65]",3.09464762,0.141519195913052,2.8130485,3.094885,3.379584,1.01,639
"delta_wd[66]",3.09374414666667,0.144597171325867,2.8044775,3.0947,3.38606825,1.01,639
"delta_wd[67]",3.09284088666667,0.147703390952317,2.797838,3.094365,3.39239025,1.01,638
"delta_wd[68]",3.09193744666667,0.150836692170541,2.7912355,3.094,3.3965435,1.01,636
"delta_wd[69]",3.09103406,0.153995266235032,2.783037,3.09217,3.401796,1.01,635
"delta_wd[70]",3.09013062666667,0.157177471737805,2.77471,3.090415,3.40780625,1.01,634
"delta_wd[71]",3.08922714,0.160381881203684,2.768445,3.088525,3.41382375,1.01,633
"delta_wd[72]",3.08832380666667,0.163607343418288,2.76260525,3.086575,3.41959925,1.01,632
"delta_wd[73]",3.08742031333333,0.166852636228038,2.75676025,3.085985,3.423998,1.01,630
"delta_wd[74]",3.08651694666667,0.170116423453164,2.7509205,3.08503,3.42979575,1.01,629
"delta_wd[75]",3.08561353333333,0.173397680012367,2.7426445,3.08443,3.4348825,1.01,627
"delta_wd[76]",3.08471012,0.176695780767434,2.73574775,3.084095,3.439541,1.01,626
"delta_wd[77]",3.08380660666667,0.180009458183477,2.72905125,3.08263,3.445345,1.01,625
"delta_wd[78]",3.0829034,0.183337918183708,2.72229,3.08153,3.450178,1.01,623
"delta_wd[79]",3.08199989333333,0.186680576274986,2.71550125,3.07946,3.4556705,1.01,622
"delta_wd[80]",3.08109646,0.190036344819713,2.70847775,3.079085,3.460501,1.01,621
"delta_wd[81]",3.08019313333333,0.193404887489395,2.70145575,3.078875,3.46677025,1.01,619
"delta_wd[82]",3.07928972,0.196785126486885,2.6928745,3.077435,3.47284625,1.01,618
"delta_wd[83]",3.07838624,0.200176828612283,2.68513325,3.075855,3.47959725,1.01,617
"delta_wd[84]",3.07748279333333,0.203579418459752,2.67796,3.074865,3.4863025,1.01,615
"delta_wd[85]",3.07657952666667,0.206992341459593,2.6697185,3.074135,3.491792,1.01,614
"delta_wd[86]",3.07567603333333,0.210414888576883,2.6612265,3.072195,3.49676075,1.01,613
"delta_wd[87]",3.07477268666667,0.213846807743698,2.653417,3.070805,3.50170975,1.01,612
"delta_wd[88]",3.07386923333333,0.217287513097841,2.64560225,3.07024,3.5074445,1.01,610
"delta_wd[89]",3.07296591333333,0.220736562976297,2.6377725,3.06895,3.51315925,1.01,609
"delta_wd[90]",3.07206241333333,0.224193616446022,2.62993725,3.068015,3.518748,1.01,608
"delta_wd[91]",3.07115900666667,0.227658573071039,2.62210675,3.06693,3.5243315,1.01,607
"delta_wd[92]",3.07025557333333,0.231130795390813,2.6142715,3.06668,3.52991975,1.01,606
"delta_wd[93]",3.06935224666667,0.234609784301819,2.6059945,3.06538,3.53550325,1.01,605
"delta_wd[94]",3.06844878666667,0.238095933517212,2.59701275,3.064215,3.541092,1.01,603
"delta_wd[95]",3.06754540666667,0.241588134324651,2.58797475,3.062715,3.5466755,1.01,602
"delta_wd[96]",3.06664192666667,0.245086646325388,2.578942,3.0622,3.55226375,1.01,601
"delta_wd[97]",3.06573864666667,0.24859103887518,2.57023475,3.06131,3.55784725,1.01,600
"delta_wd[98]",3.06483510666667,0.252100875731426,2.56292925,3.06051,3.563444,1.01,599
"delta_wd[99]",3.06393165333333,0.255616290281817,2.55612775,3.0603,3.5690405,1.01,598
"delta_wd[100]",3.06302821333333,0.259136824984119,2.54932375,3.05976,3.57464225,1.01,597
"delta_wod[1]",4.01380333333333,0.182089391876201,3.66058025,4.01364,4.36210475,1,307
"delta_wod[2]",4.00389131333333,0.177578672922904,3.659189,4.00346,4.34129125,1,323
"delta_wod[3]",3.99397953333333,0.173119166362432,3.65711075,3.992115,4.3216915,1,324
"delta_wod[4]",3.98406748666667,0.168715442763749,3.65730325,3.98264,4.30421075,1,326
"delta_wod[5]",3.97415554,0.164371285342884,3.65647375,3.9724,4.28673475,1,328
"delta_wod[6]",3.96424355333333,0.16009205244112,3.65239725,3.96183,4.269254,1,330
"delta_wod[7]",3.95433148666667,0.155882790925514,3.64978475,3.95111,4.25209,1,332
"delta_wod[8]",3.94441966666667,0.151749528761735,3.651,3.94053,4.2331635,1,334
"delta_wod[9]",3.93450754,0.14769836331196,3.64790475,3.9293,4.21661575,1,337
"delta_wod[10]",3.9245956,0.143736657149962,3.64458375,3.919195,4.20107625,1,339
"delta_wod[11]",3.91468357333333,0.139871481114334,3.6426355,3.910245,4.1822365,1,342
"delta_wod[12]",3.90477166,0.136111452783238,3.64448325,3.90043,4.163511,1,345
"delta_wod[13]",3.89485970666667,0.132465327779347,3.63899775,3.89055,4.148546,1,348
"delta_wod[14]",3.8849479,0.128943035252588,3.637701,3.88018,4.134684,1,351
"delta_wod[15]",3.87503576,0.125554749297414,3.63649575,3.871315,4.12150625,1,354
"delta_wod[16]",3.86512384666667,0.122311675985539,3.6345745,3.862195,4.10745825,1,358
"delta_wod[17]",3.8552118,0.11922562934994,3.63281,3.85229,4.09128275,1.01,361
"delta_wod[18]",3.84529995333333,0.116309201216368,3.6272225,3.84234,4.07860525,1.01,365
"delta_wod[19]",3.83538803333333,0.113575433451611,3.62064425,3.832745,4.063433,1.01,368
"delta_wod[20]",3.82547597333333,0.111037835537261,3.61422275,3.822335,4.04615275,1.01,371
"delta_wod[21]",3.81556398,0.108710030650053,3.60912775,3.81306,4.02733,1.01,374
"delta_wod[22]",3.80565210666667,0.106605683170668,3.60296525,3.803125,4.015505,1.01,377
"delta_wod[23]",3.7957401,0.104738741909387,3.5965335,3.79359,3.99912625,1.01,380
"delta_wod[24]",3.78582810666667,0.103121604700402,3.58766475,3.78356,3.98648625,1.01,382
"delta_wod[25]",3.77591612666667,0.101766338017209,3.5828685,3.773905,3.97448225,1.01,383
"delta_wod[26]",3.76600419333333,0.100683705338532,3.57346175,3.76501,3.96584,1.01,384
"delta_wod[27]",3.75609226666667,0.0998819966118035,3.56372225,3.75356,3.95494,1.01,384
"delta_wod[28]",3.74618034,0.0993685809304689,3.5526995,3.74338,3.9478795,1.01,383
"delta_wod[29]",3.73626821333333,0.0991479160886281,3.54118075,3.73383,3.93998625,1.01,403
"delta_wod[30]",3.72635639333333,0.099221855330914,3.53229475,3.72419,3.93356,1.01,398
"delta_wod[31]",3.71644434,0.0995894589267221,3.52052125,3.71454,3.92606825,1.01,392
"delta_wod[32]",3.70653233333333,0.100247909344655,3.509997,3.705675,3.91296425,1.01,386
"delta_wod[33]",3.69662048666667,0.101191195998771,3.49909975,3.696185,3.9056165,1.01,380
"delta_wod[34]",3.68670849333333,0.102411732111345,3.4860445,3.68549,3.898966,1.01,374
"delta_wod[35]",3.67679646,0.103899604918096,3.47529225,3.67521,3.8903195,1.01,367
"delta_wod[36]",3.66688442666667,0.105643395733853,3.460511,3.66583,3.88702725,1.01,361
"delta_wod[37]",3.65697252,0.107631075518463,3.44752975,3.65586,3.88261,1.01,354
"delta_wod[38]",3.6470607,0.109848895122724,3.43577175,3.646025,3.874498,1.01,348
"delta_wod[39]",3.63714865333333,0.112283441971411,3.41899625,3.63634,3.87191425,1.01,343
"delta_wod[40]",3.62723668666667,0.114921220601411,3.40224525,3.627065,3.86626125,1.01,338
"delta_wod[41]",3.61732475333333,0.117748150321248,3.384497,3.616395,3.8603035,1.01,333
"delta_wod[42]",3.60741271333333,0.120750999196594,3.369744,3.60668,3.857231,1.01,328
"delta_wod[43]",3.59750068666667,0.123917353165213,3.357108,3.59705,3.85255825,1.01,324
"delta_wod[44]",3.58758876,0.127234455828714,3.340263,3.588355,3.84953175,1.01,320
"delta_wod[45]",3.57767688,0.130691234925389,3.32418975,3.577475,3.8454355,1,317
"delta_wod[46]",3.56776478666667,0.134276821843325,3.30640275,3.56805,3.84282625,1,313
"delta_wod[47]",3.55785300666667,0.1379811518022,3.2848855,3.55696,3.83882275,1,311
"delta_wod[48]",3.5479409,0.141794923494023,3.26633475,3.54783,3.83729575,1,302
"delta_wod[49]",3.53802906666667,0.145709442543119,3.25052525,3.537995,3.834515,1,300
"delta_wod[50]",3.52811696,0.14971676958763,3.2335695,3.52853,3.830346,1,298
"delta_wod[51]",3.51820501333333,0.153809977228169,3.21545575,3.51945,3.829582,1,297
"delta_wod[52]",3.50829307333333,0.157982100004302,3.19871325,3.510895,3.825586,1,295
"delta_wod[53]",3.49838111333333,0.162227249663703,3.18044025,3.50028,3.8205655,1,294
"delta_wod[54]",3.48846912,0.166539571521648,3.16389125,3.49078,3.820099,1,292
"delta_wod[55]",3.47855708,0.170913982448495,3.14481125,3.4808,3.81676225,1,291
"delta_wod[56]",3.46864526666667,0.17534618432794,3.1262415,3.47086,3.81506875,1,290
"delta_wod[57]",3.45873336,0.179831868240867,3.107939,3.461015,3.81501675,1,289
"delta_wod[58]",3.44882116666667,0.184366821563519,3.088789,3.450895,3.8119005,1,288
"delta_wod[59]",3.43890917333333,0.188947615752927,3.06650775,3.440105,3.80754575,1,287
"delta_wod[60]",3.42899728666667,0.193571072377595,3.04432525,3.43052,3.80543025,1,287
"delta_wod[61]",3.41908524,0.198234037999255,3.02219175,3.420475,3.8034265,1,286
"delta_wod[62]",3.40917348666667,0.202933913950159,3.0008185,3.41112,3.800759,1,285
"delta_wod[63]",3.39926145333333,0.207668430107058,2.9802155,3.400695,3.798115,1,285
"delta_wod[64]",3.38934942,0.212434843794285,2.95955425,3.390635,3.79578875,1,284
"delta_wod[65]",3.37943752666667,0.217231255389338,2.94118725,3.38044,3.79276325,1,284
"delta_wod[66]",3.36952539333333,0.222055858434664,2.919865,3.370365,3.7881965,1,283
"delta_wod[67]",3.35961348,0.2269065223448,2.897845,3.360655,3.7865305,1,283
"delta_wod[68]",3.34970159333333,0.231781840103856,2.87775125,3.350335,3.7851525,1,283
"delta_wod[69]",3.33978968,0.236680386486916,2.85765225,3.33943,3.784327,1,282
"delta_wod[70]",3.32987771333333,0.241600404579614,2.8375485,3.329965,3.78429,1,282
"delta_wod[71]",3.31996568666667,0.246540682897727,2.81841025,3.32137,3.783409,1,296
"delta_wod[72]",3.31005363333333,0.251500385366355,2.80016575,3.311105,3.78324575,1,295
"delta_wod[73]",3.30014167333333,0.256478189142086,2.78181125,3.300895,3.7855955,1,295
"delta_wod[74]",3.29022982666667,0.261473027434738,2.76229825,3.291635,3.78580875,1,295
"delta_wod[75]",3.2803177,0.266483865024612,2.7424455,3.28252,3.7858305,1,294
"delta_wod[76]",3.27040588,0.271509838022469,2.72349575,3.27126,3.78523675,1,294
"delta_wod[77]",3.26049379333333,0.27655015980759,2.70448425,3.262155,3.785151,1,294
"delta_wod[78]",3.25058192,0.281604054122769,2.683463,3.250195,3.7839125,1,294
"delta_wod[79]",3.24066993333333,0.286670989687856,2.66222775,3.238165,3.784737,1,293
"delta_wod[80]",3.23075799333333,0.291749996395838,2.64189925,3.22704,3.784343,1,293
"delta_wod[81]",3.22084596666667,0.296840684567904,2.6227465,3.218215,3.78410775,1,293
"delta_wod[82]",3.21093394666667,0.30194234620566,2.60133225,3.207975,3.7838155,1,293
"delta_wod[83]",3.20102198666667,0.307054272266426,2.57992325,3.19748,3.7837785,1,293
"delta_wod[84]",3.19111008666667,0.31217611091916,2.56004325,3.187495,3.7841115,1,292
"delta_wod[85]",3.18119806,0.317307762269221,2.54138875,3.177295,3.78480125,1,292
"delta_wod[86]",3.17128609333333,0.322447916000129,2.52273475,3.16684,3.78548625,1,292
"delta_wod[87]",3.16137422,0.327596968786287,2.50408025,3.155885,3.786176,1,292
"delta_wod[88]",3.1514622,0.33275415383757,2.48404875,3.14506,3.78685575,1,292
"delta_wod[89]",3.14155024666667,0.337919006564597,2.4628055,3.135655,3.7876145,1,292
"delta_wod[90]",3.13163824666667,0.343091550212783,2.441567,3.12571,3.78916325,1,292
"delta_wod[91]",3.12172634,0.348270993006285,2.4225655,3.115275,3.79091575,1,291
"delta_wod[92]",3.11181430666667,0.353457359067689,2.40275275,3.105695,3.7926865,1,291
"delta_wod[93]",3.10190240666667,0.358650267052151,2.38183425,3.095645,3.79447875,1,291
"delta_wod[94]",3.09199049333333,0.363849129363966,2.360522,3.08492,3.79626625,1,291
"delta_wod[95]",3.08207836,0.369054140895052,2.340302,3.075795,3.7980585,1,291
"delta_wod[96]",3.07216650666667,0.374264831471131,2.319823,3.06601,3.79972,1,291
"delta_wod[97]",3.0622546,0.379481088202441,2.29918725,3.055965,3.7995375,1,291
"delta_wod[98]",3.05234249333333,0.384702621287231,2.27853275,3.045665,3.8006445,1,291
"delta_wod[99]",3.04243049333333,0.38992902683369,2.25835875,3.03635,3.8023115,1,291
"delta_wod[100]",3.03251860666667,0.395160598971243,2.23781775,3.02734,3.8039915,1,291
"delta_l20_wd",3.14012958666667,0.105391052276252,2.93591625,3.141355,3.348076,1.01,381
"delta_l50_wd",3.12871859333333,0.0825782911985517,2.968549,3.129855,3.29662625,1.01,408
"delta_l80_wd",3.11360682,0.0887038635398267,2.9378215,3.11283,3.2983995,1.01,625
