"","ID","IND_ID","Ydisplace","Yrecap","Sec_cap","Sec_recap","St_Size","End_Size","Period","Interval","St_Date","St_Month","St_Year","End_Date","End_Month","End_Year","species","Stream","flow50","Q90","Q95","Q99","Q_sigma","Temp","UL","DL"
"18",162,"a0900067000080093",NA,0,7,NA,115,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"19",164,"a0900067000080095",NA,0,6,NA,56,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"20",166,"a0900067000080103",NA,0,7,NA,179,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"21",169,"a0900067000080123",NA,0,7,NA,176,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"22",170,"a0900067000080132",NA,0,7,NA,180,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"23",172,"a0900067000080159  ",NA,0,9,NA,50,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"24",173,"a0900067000080162",NA,0,7,NA,120,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"25",175,"a0900067000080189",NA,0,5,NA,64,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"26",176,"a0900067000080201",NA,0,5,NA,77,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"27",178,"a0900067000080224  ",NA,0,22,NA,117,NA,1,NA,16821,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"28",179,"a0900067000080284",NA,0,7,NA,114,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"29",180,"a0900067000080337",NA,0,7,NA,107,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"30",182,"a0900067000080352",NA,0,7,NA,205,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"31",184,"a0900067000080406  ",NA,0,10,NA,81,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"32",185,"a0900067000080413  ",1,1,22,23,123,126,1,62,16821,1,2016,16883,3,2016,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,460,440
"33",186,"a0900067000080443  ",-3,1,10,7,121,122,1,66,16818,1,2016,16884,3,2016,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,140,120
"34",187,"a0900067000080468  ",NA,0,23,NA,176,NA,1,NA,16821,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"35",188,"a0900067000080476",NA,0,7,NA,112,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"36",190,"a0900067000080479  ",NA,0,23,NA,135,NA,1,NA,16821,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"37",191,"a0900067000080492",NA,0,7,NA,195,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"38",192,"a0900067000080596  ",NA,0,18,NA,61,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"39",193,"a0900067000080627  ",NA,0,20,NA,50,NA,1,NA,16821,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"40",195,"a0900067000080669  ",NA,0,17,NA,61,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"41",197,"a0900067000080737  ",NA,0,15,NA,59,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"42",198,"a0900067000080757  ",NA,0,16,NA,55,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"43",199,"a0900067000080784  ",NA,0,23,NA,109,NA,1,NA,16821,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"44",200,"a0900067000080785  ",NA,0,18,NA,50,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"45",201,"a0900067000080807  ",NA,0,15,NA,62,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"46",203,"a0900067000080952  ",NA,0,22,NA,167,NA,1,NA,16821,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"47",204,"a0900067000080960  ",NA,0,18,NA,51,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"48",205,"a0900067000084636",NA,0,7,NA,159,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"49",208,"a0900067000084917",NA,0,7,NA,186,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"50",210,"a0900067000085213  ",NA,0,10,NA,67,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"51",212,"a0900067000085269  ",NA,0,9,NA,168,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"52",213,"a0900067000085313",NA,0,7,NA,124,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"53",216,"a0900067000085352  ",NA,0,10,NA,107,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"54",607,"a0982000403060155  ",-4,1,11,7,139,138,1,66,16818,1,2016,16884,3,2016,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,140,120
"55",610,"a0982000403060192",NA,0,6,NA,121,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"56",613,"a0982000403060241  ",NA,0,14,NA,175,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"57",614,"a0982000403060248",NA,0,7,NA,131,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"58",616,"a0982000403060254",NA,0,7,NA,197,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"59",619,"a0982000403060288",NA,0,6,NA,132,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"60",628,"a0982000403060319  ",NA,0,15,NA,59,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"61",629,"a0982000403060325",NA,0,7,NA,135,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"62",633,"a0982000403060356",NA,0,7,NA,204,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"63",636,"a0982000403060366",NA,0,7,NA,167,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"64",645,"a0982000403060398",NA,0,5,NA,140,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"65",653,"a0982000403060437",NA,0,7,NA,140,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"66",656,"a0982000403060575  ",NA,0,20,NA,165,NA,1,NA,16821,1,2016,NA,NA,NA,"STJ","Todd",0.332,46,20,2,0.0253565400784194,10.6994025821596,520,0
"67",111,"a0900067000076503  ",-8,1,24,16,175,177,2,62,16883,3,2016,16945,5,2016,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,320,300
"68",112,"a0900067000076505  ",-7,1,24,17,138,138,2,62,16883,3,2016,16945,5,2016,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,340,320
"69",113,"a0900067000076527",NA,0,18,NA,171,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"70",115,"a0900067000076535",NA,0,18,NA,167,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"71",116,"a0900067000076535  ",-7,1,24,17,165,171,2,62,16883,3,2016,16945,5,2016,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,340,320
"72",119,"a0900067000076661",NA,0,15,NA,172,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"73",120,"a0900067000076669",NA,0,17,NA,166,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"74",122,"a0900067000076713",NA,0,19,NA,117,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"75",129,"a0900067000076786  ",-8,1,22,14,144,145,2,62,16883,3,2016,16945,5,2016,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,280,260
"76",130,"a0900067000076818",NA,0,16,NA,137,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"77",131,"a0900067000076818  ",-10,1,23,13,138,136,2,62,16883,3,2016,16945,5,2016,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,260,240
"78",133,"a0900067000076855  ",NA,0,24,NA,143,NA,2,NA,16883,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"79",138,"a0900067000077076  ",NA,0,7,NA,175,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"80",139,"a0900067000077090  ",NA,0,6,NA,170,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"81",143,"a0900067000077321",NA,0,10,NA,210,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"82",144,"a0900067000077337",NA,0,13,NA,161,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"83",147,"a0900067000077387  ",NA,0,7,NA,122,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"84",152,"a0900067000077468  ",NA,0,7,NA,145,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"85",153,"a0900067000080000  ",1,1,23,24,134,134,2,65,16883,3,2016,16948,5,2016,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,480,460
"86",154,"a0900067000080013",NA,0,9,NA,66,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"87",157,"a0900067000080057",NA,0,14,NA,142,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"88",161,"a0900067000080081  ",NA,0,4,NA,75,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"89",167,"a0900067000080111",NA,0,17,NA,70,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"90",174,"a0900067000080162  ",0,1,7,7,120,129,2,62,16884,3,2016,16946,5,2016,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,140,120
"91",177,"a0900067000080201  ",NA,0,5,NA,83,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"92",181,"a0900067000080337  ",NA,0,7,NA,114,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"93",183,"a0900067000080352  ",NA,0,3,NA,211,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"94",185,"a0900067000080413  ",NA,0,23,NA,126,NA,2,NA,16883,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"95",186,"a0900067000080443  ",NA,0,7,NA,122,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"96",194,"a0900067000080669",NA,0,15,NA,68,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"97",196,"a0900067000080737",NA,0,16,NA,62,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"98",207,"a0900067000084905  ",0,1,7,7,210,210,2,62,16884,3,2016,16946,5,2016,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,140,120
"99",209,"a0900067000084946  ",NA,0,6,NA,175,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"100",211,"a0900067000085269",NA,0,9,NA,163,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"101",215,"a0900067000085352",NA,0,10,NA,120,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"102",606,"a0982000403060155",NA,0,10,NA,140,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"103",607,"a0982000403060155  ",-3,1,7,4,138,155,2,62,16884,3,2016,16946,5,2016,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,80,60
"104",611,"a0982000403060192  ",NA,0,7,NA,123,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"105",615,"a0982000403060253  ",NA,0,6,NA,194,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"106",617,"a0982000403060254  ",NA,0,3,NA,200,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"107",620,"a0982000403060288  ",7,1,6,13,127,130,2,61,16884,3,2016,16945,5,2016,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,260,240
"108",627,"a0982000403060318  ",NA,0,7,NA,187,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"109",631,"a0982000403060337",NA,0,13,NA,64,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"110",634,"a0982000403060356  ",NA,0,7,NA,200,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"111",635,"a0982000403060360  ",NA,0,1,NA,133,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"112",637,"a0982000403060371  ",NA,0,3,NA,135,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"113",638,"a0982000403060376  ",NA,0,1,NA,151,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"114",641,"a0982000403060384  ",-2,1,6,4,122,132,2,62,16884,3,2016,16946,5,2016,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,80,60
"115",649,"a0982000403060415  ",NA,0,6,NA,63,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"116",652,"a0982000403060433  ",NA,0,1,NA,120,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"117",654,"a0982000403060437  ",-1,1,5,4,142,149,2,62,16884,3,2016,16946,5,2016,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,80,60
"118",655,"a0982000403060575",NA,0,20,NA,168,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"119",658,"a0982000403060601  ",2,1,22,24,124,132,2,65,16883,3,2016,16948,5,2016,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,480,460
"120",669,"a0982000407050143  ",NA,0,22,NA,42,NA,2,NA,16883,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"121",670,"a0982000407050156  ",NA,0,22,NA,67,NA,2,NA,16883,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"122",671,"a0982000407050206",NA,0,17,NA,133,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"123",673,"a0982000407050210",NA,0,17,NA,56,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"124",674,"a0982000407050219",NA,0,13,NA,60,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"125",675,"a0982000407050224",NA,0,13,NA,74,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"126",677,"a0982000407050231",NA,0,13,NA,80,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"127",679,"a0982000407050233",NA,0,13,NA,163,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"128",680,"a0982000407050233  ",-8,1,22,14,165,166,2,62,16883,3,2016,16945,5,2016,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,280,260
"129",681,"a0982000407050236",NA,0,10,NA,59,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"130",683,"a0982000407050241",NA,0,15,NA,186,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"131",684,"a0982000407050246",NA,0,19,NA,128,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"132",686,"a0982000407050252",NA,0,13,NA,63,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"133",688,"a0982000407050263",NA,0,9,NA,52,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"134",690,"a0982000407050292  ",NA,0,6,NA,200,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"135",691,"a0982000407050297  ",NA,0,7,NA,131,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"136",692,"a0982000407050299  ",NA,0,7,NA,120,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"137",693,"a0982000407050336  ",NA,0,5,NA,142,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"138",694,"a0982000407050341  ",NA,0,5,NA,55,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"139",695,"a0982000407050352  ",NA,0,7,NA,89,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"140",696,"a0982000407050353  ",-3,1,7,4,135,147,2,62,16884,3,2016,16946,5,2016,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,80,60
"141",707,"a0982000407050898",NA,0,19,NA,55,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"142",709,"a0982000407050902",NA,0,20,NA,120,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"143",711,"a0982000407050918",NA,0,17,NA,65,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",0.298,3,1,0,0.0163673853852051,16.6685157004831,520,0
"144",111,"a0900067000076503  ",-3,1,16,13,177,182,3,49,16945,5,2016,16994,7,2016,"STJ","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,260,240
"145",112,"a0900067000076505  ",0,1,17,17,138,145,3,49,16945,5,2016,16994,7,2016,"STJ","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,340,320
"146",114,"a0900067000076527  ",-4,1,17,13,166,167,3,49,16945,5,2016,16994,7,2016,"STJ","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,260,240
"147",116,"a0900067000076535  ",9,1,17,26,171,167,3,51,16945,5,2016,16996,7,2016,"STJ","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,500
"148",117,"a0900067000076568  ",NA,0,22,NA,132,NA,3,NA,16948,5,2016,NA,NA,NA,"STJ","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,520,0
"149",118,"a0900067000076581  ",0,1,13,13,142,154,3,49,16945,5,2016,16994,7,2016,"STJ","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,260,240
"150",121,"a0900067000076673  ",0,1,17,17,137,142,3,49,16945,5,2016,16994,7,2016,"STJ","Todd",0.2515,0,0,0,0.0156542102529171,22.7828269230769,340,320
