"","tag_id","occasion","species","stream","weight_1","length_1","section_1","julian_1","weight_2","length_2","section_2","julian_2","occasion_2"
"140","a0900067000085180",1,"BHC","Indian",22,131,32,16810,23.2,131,30,16866,2
"141","a0900067000080053",1,"CRC","Indian",12,102,33,16810,NA,NA,NA,NA,NA
"142","a0900067000080197",1,"CRC","Indian",23.1,134,33,16810,NA,NA,NA,NA,NA
"143","a0900067000080218",1,"CRC","Indian",9.1,100,33,16810,10.5,99,33,16870,2
"144","a0900067000080442",1,"CRC","Indian",7.1,92,33,16810,NA,NA,NA,NA,NA
"145","a0900067000085437",1,"CRC","Indian",41,161,34,16810,NA,NA,NA,NA,NA
"146","a0900067000085211",1,"CRC","Indian",5.8,80,34,16810,NA,NA,NA,NA,NA
"147","a0900067000080101",1,"CRC","Indian",24.9,139,34,16810,NA,NA,NA,NA,NA
"148","a0900067000080118",1,"CRC","Indian",17,121,34,16810,NA,NA,NA,NA,NA
"149","a0900067000080055",1,"CRC","Indian",7.5,90,34,16810,NA,NA,NA,NA,NA
"150","a0900067000080300",1,"BHC","Indian",3,68,34,16810,3.1,68,34,16870,2
"151","a0900067000080082",1,"STJ","Indian",5.2,84,34,16810,5.6,83,34,16870,2
"152","a0900067000080246",1,"STJ","Indian",5.1,82,34,16810,NA,NA,NA,NA,NA
"153","a0900067000085392",1,"BHC","Indian",28.1,142,34,16810,29.8,137,34,16870,2
"154","a0982000403060458",1,"BHC","Indian",21.2,122,34,16810,NA,NA,NA,NA,NA
"155","a0900067000085011",1,"CRC","Indian",12.5,106,34,16810,NA,NA,NA,NA,NA
"156","a0900067000085243",1,"BHC","Indian",22.6,130,34,16810,NA,NA,NA,NA,NA
"157","a0900067000085036",1,"BHC","Indian",18.3,117,34,16810,NA,NA,NA,NA,NA
"158","a0900067000080365",1,"CRC","Indian",1.3,56,34,16810,NA,NA,NA,NA,NA
"159","a0900067000080344",2,"BHC","Indian",1.2,50,1,16864,NA,NA,NA,NA,NA
"160","a0982000403060452",2,"BHC","Indian",4.1,71,1,16864,NA,NA,NA,NA,NA
"161","a0982000403060491",2,"CRC","Indian",28.3,128,2,16864,NA,NA,NA,NA,NA
"162","a0900067000080225",2,"BHC","Indian",11.3,102,2,16864,NA,NA,NA,NA,NA
"163","a0982000403060107",2,"BHC","Indian",3.5,69,5,16864,7.3,86,7,16933,3
"164","a0900067000080878",2,"CRC","Indian",2,55,5,16864,NA,NA,NA,NA,NA
"165","a0900067000080962",2,"CRC","Indian",1.6,50,5,16864,NA,NA,NA,NA,NA
"166","a0900067000080652",2,"CRC","Indian",1.1,49,5,16864,NA,NA,NA,NA,NA
"167","a0900067000080670",2,"BHC","Indian",1,47,5,16864,NA,NA,NA,NA,NA
"168","a0900067000080658",2,"CRC","Indian",1.1,48,5,16864,NA,NA,NA,NA,NA
"169","a0900067000080936",2,"CRC","Indian",2,54,6,16864,NA,NA,NA,NA,NA
"170","a0900067000080174",2,"BHC","Indian",29.2,144,7,16864,NA,NA,NA,NA,NA
"171","a0982000403060507",2,"BHC","Indian",15.2,106,7,16864,NA,NA,NA,NA,NA
"172","a0982000403060485",2,"BHC","Indian",4.8,76,7,16864,NA,NA,NA,NA,NA
"173","a0900067000080387",2,"BHC","Indian",6.4,82,8,16864,NA,NA,NA,NA,NA
"174","a0982000403060055",2,"BHC","Indian",5.5,77,8,16864,NA,NA,NA,NA,NA
"175","a0900067000080916",2,"BHC","Indian",1.2,53,10,16864,NA,NA,NA,NA,NA
"176","a0900067000085368",2,"CRC","Indian",10,91,11,16864,NA,NA,NA,NA,NA
"177","a0900067000080534",2,"CRC","Indian",15.3,102,11,16864,NA,NA,NA,NA,NA
"178","a0900067000080935",2,"CRC","Indian",1,48,11,16864,NA,NA,NA,NA,NA
"179","a0982000403060116",2,"BHC","Indian",5.5,80,12,16864,NA,NA,NA,NA,NA
"180","a0900067000080739",2,"STJ","Indian",1,49,12,16864,NA,NA,NA,NA,NA
"181","a0982000403060049",2,"CRC","Indian",41.6,141,12,16864,NA,NA,NA,NA,NA
"182","a0900067000080312",2,"CRC","Indian",8.9,97,12,16864,13.9,109,14,16933,3
"183","a0982000403060137",2,"BHC","Indian",5.4,79,12,16864,NA,NA,NA,NA,NA
"184","a0900067000077380",2,"CRC","Indian",16.1,117,12,16864,NA,NA,NA,NA,NA
"185","a0900067000080879",2,"BHC","Indian",7.8,89,12,16864,14.5,104,11,16933,3
"186","a0900067000080650",2,"CRC","Indian",2.5,62,12,16864,4.8,76,15,16933,3
"187","a0982000403060052",2,"BHC","Indian",12.7,103,13,16864,NA,NA,NA,NA,NA
"188","a0900067000080748",2,"BHC","Indian",2.1,57,13,16864,NA,NA,NA,NA,NA
"189","a0900067000080507",2,"BHC","Indian",2.9,63,13,16864,NA,NA,NA,NA,NA
"190","a0900067000080618",2,"CRC","Indian",1.7,51,13,16864,NA,NA,NA,NA,NA
"191","a0900067000080890",2,"CRC","Indian",0.8,46,13,16864,NA,NA,NA,NA,NA
"192","a0982000403060488",2,"BHC","Indian",3.1,66,13,16864,NA,NA,NA,NA,NA
"193","a0982000403060058",2,"BHC","Indian",4.8,78,13,16864,NA,NA,NA,NA,NA
"194","a0982000403060459",2,"STJ","Indian",8.3,94,14,16866,NA,NA,NA,NA,NA
"195","a0900067000080828",2,"BHC","Indian",2.2,60,14,16866,NA,NA,NA,NA,NA
"196","a0982000403060114",2,"BHC","Indian",3.7,67,14,16866,NA,NA,NA,NA,NA
"197","a0900067000080642",2,"BHC","Indian",1.1,47,14,16866,NA,NA,NA,NA,NA
"198","a0900067000080713",2,"BHC","Indian",2,59,14,16866,NA,NA,NA,NA,NA
"199","a0900067000085188",2,"BHC","Indian",2.3,64,15,16866,NA,NA,NA,NA,NA
"200","a0900067000080560",2,"STJ","Indian",1.2,53,15,16866,NA,NA,NA,NA,NA
"201","a0900067000077178",2,"BHC","Indian",27.1,132,15,16866,NA,NA,NA,NA,NA
"202","a0900067000080740",2,"CRC","Indian",1.6,53,15,16866,NA,NA,NA,NA,NA
"203","a0900067000080708",2,"CRC","Indian",1.1,48,15,16866,NA,NA,NA,NA,NA
"204","a0982000403060478",2,"BHC","Indian",19,112,16,16866,17.3,115,15,16933,3
"205","a0900067000077437",2,"STJ","Indian",8,91,16,16866,NA,NA,NA,NA,NA
"206","a0900067000080634",2,"CRC","Indian",0.9,45,16,16866,2.2,55,14,16933,3
"207","a0900067000077376",2,"BHC","Indian",4.5,75,16,16866,NA,NA,NA,NA,NA
"208","a0900067000085319",2,"STJ","Indian",6.7,88,16,16866,NA,NA,NA,NA,NA
"209","a0900067000085014",2,"BHC","Indian",3.6,69,16,16866,NA,NA,NA,NA,NA
"210","a0900067000077156",2,"BHC","Indian",2.5,59,17,16866,4.3,67,17,16933,3
"211","a0900067000077289",2,"BHC","Indian",4.7,78,17,16866,NA,NA,NA,NA,NA
"212","a0900067000080217",2,"STJ","Indian",1.5,58,17,16866,NA,NA,NA,NA,NA
"213","a0900067000080519",2,"CRC","Indian",6.8,84,17,16866,NA,NA,NA,NA,NA
"214","a0900067000085435",2,"BHC","Indian",12.9,108,18,16866,NA,NA,NA,NA,NA
"215","a0900067000080112",2,"CRC","Indian",29.5,137,18,16866,NA,NA,NA,NA,NA
"216","a0900067000077029",2,"CRC","Indian",24.2,126,18,16866,NA,NA,NA,NA,NA
"217","a0900067000080416",2,"STJ","Indian",1.6,57,18,16866,NA,NA,NA,NA,NA
"218","a0900067000080979",2,"STJ","Indian",7.6,95,18,16866,NA,NA,NA,NA,NA
"219","a0900067000080911",2,"BHC","Indian",3.2,65,18,16866,NA,NA,NA,NA,NA
"220","a0900067000077425",2,"STJ","Indian",58.4,185,19,16866,NA,NA,NA,NA,NA
"221","a0900067000080581",2,"STJ","Indian",1.4,51,19,16866,NA,NA,NA,NA,NA
"222","a0900067000080802",2,"BHC","Indian",2.4,63,19,16866,NA,NA,NA,NA,NA
"223","a0900067000085197",2,"CRC","Indian",7.9,89,19,16866,NA,NA,NA,NA,NA
"224","a0900067000080626",2,"STJ","Indian",60.8,190,19,16866,NA,NA,NA,NA,NA
"225","a0900067000080758",2,"BHC","Indian",2.2,62,19,16866,NA,NA,NA,NA,NA
"226","a0900067000085232",2,"BHC","Indian",1.9,56,20,16866,NA,NA,NA,NA,NA
"227","a0900067000085491",2,"STJ","Indian",1.7,60,20,16866,NA,NA,NA,NA,NA
"228","a0900067000080511",2,"CRC","Indian",26.1,130,20,16866,NA,NA,NA,NA,NA
"229","a0900067000080998",2,"STJ","Indian",1.2,52,20,16866,NA,NA,NA,NA,NA
"230","a0900067000077027",2,"CRC","Indian",5.6,81,20,16866,NA,NA,NA,NA,NA
"231","a0900067000080512",2,"BHC","Indian",2.9,65,20,16866,NA,NA,NA,NA,NA
"232","a0900067000080608",2,"BHC","Indian",2.4,63,21,16866,4.4,68,21,16934,3
"233","a0900067000084883",2,"CRC","Indian",13.2,105,22,16866,NA,NA,NA,NA,NA
"234","a0900067000085479",2,"BHC","Indian",18.1,118,22,16866,NA,NA,NA,NA,NA
"235","a0900067000085068",2,"STJ","Indian",4.3,77,22,16866,NA,NA,NA,NA,NA
"236","a0900067000080786",2,"BHC","Indian",3.9,71,22,16866,NA,NA,NA,NA,NA
"237","a0900067000080526",2,"BHC","Indian",1.8,54,22,16866,NA,NA,NA,NA,NA
"238","a0900067000085025",2,"CRC","Indian",24,130,22,16866,NA,NA,NA,NA,NA
"239","a0900067000080716",2,"STJ","Indian",1.6,57,22,16866,NA,NA,NA,NA,NA
"240","a0900067000080578",2,"STJ","Indian",0.9,51,22,16866,NA,NA,NA,NA,NA
"241","a0900067000085085",2,"BHC","Indian",27.8,140,23,16866,26.6,139,24,16934,3
"242","a0900067000080175",2,"BHC","Indian",24,136,23,16866,NA,NA,NA,NA,NA
"243","a0900067000085086",2,"CRC","Indian",6.2,78,23,16866,NA,NA,NA,NA,NA
"244","a0900067000080794",2,"BHC","Indian",2.3,61,23,16866,NA,NA,NA,NA,NA
"245","a0900067000080809",2,"BHC","Indian",2.7,61,23,16866,NA,NA,NA,NA,NA
"246","a0900067000077370",2,"BHC","Indian",3,66,23,16866,NA,NA,NA,NA,NA
"247","a0900067000080725",2,"CRC","Indian",0.8,48,23,16866,NA,NA,NA,NA,NA
"248","a0900067000085454",2,"BHC","Indian",3.1,69,24,16866,NA,NA,NA,NA,NA
"249","a0900067000080755",2,"CRC","Indian",0.9,46,24,16866,NA,NA,NA,NA,NA
"250","a0900067000080571",2,"BHC","Indian",5.9,82,24,16866,NA,NA,NA,NA,NA
"251","a0900067000080659",2,"CRC","Indian",11.1,97,24,16866,NA,NA,NA,NA,NA
"252","a0900067000080968",2,"BHC","Indian",1.8,58,24,16866,NA,NA,NA,NA,NA
"253","a0900067000080778",2,"CRC","Indian",1.3,48,24,16866,2.4,61,26,16934,3
"254","a0900067000085460",2,"BHC","Indian",7,81,25,16866,NA,NA,NA,NA,NA
"255","a0900067000080517",2,"STJ","Indian",4.9,82,25,16866,NA,NA,NA,NA,NA
"256","a0900067000080759",2,"BHC","Indian",11.2,105,26,16866,NA,NA,NA,NA,NA
"257","a0900067000077281",2,"BHC","Indian",19.8,126,26,16866,23.3,126,2,16933,3
"258","a0900067000085343",2,"CRC","Indian",10.6,92,26,16866,NA,NA,NA,NA,NA
"259","a0900067000085483",2,"STJ","Indian",6.1,83,26,16866,NA,NA,NA,NA,NA
"260","a0900067000080689",2,"CRC","Indian",1.1,48,26,16866,NA,NA,NA,NA,NA
"261","a0900067000080291",2,"CRC","Indian",8.8,91,27,16866,NA,NA,NA,NA,NA
"262","a0900067000085250",2,"CRC","Indian",35.8,157,27,16866,NA,NA,NA,NA,NA
"263","a0900067000085489",2,"BHC","Indian",20.8,121,27,16866,NA,NA,NA,NA,NA
"264","a0900067000080629",2,"BHC","Indian",14.7,112,27,16866,NA,NA,NA,NA,NA
"265","a0900067000080587",2,"CRC","Indian",28.2,142,27,16866,NA,NA,NA,NA,NA
"266","a0982000407050953",2,"CRC","Indian",1.5,51,27,16866,NA,NA,NA,NA,NA
"267","a0982000407050987",2,"BHC","Indian",36.2,154,28,16866,NA,NA,NA,NA,NA
"268","a0982000407050932",2,"STJ","Indian",1.3,48,28,16866,NA,NA,NA,NA,NA
"269","a0982000407050969",2,"BHC","Indian",17.7,122,28,16866,NA,NA,NA,NA,NA
"270","a0982000407050914",2,"CRC","Indian",1.2,46,28,16866,NA,NA,NA,NA,NA
"271","a0900067000080187",2,"CRC","Indian",20.5,125,29,16866,NA,NA,NA,NA,NA
"272","a0900067000085477",2,"CRC","Indian",17.7,119,29,16866,NA,NA,NA,NA,NA
"273","a0900067000080153",2,"CRC","Indian",4.6,75,29,16866,NA,NA,NA,NA,NA
"274","a0982000403060103",2,"BHC","Indian",3.8,70,29,16866,NA,NA,NA,NA,NA
"275","a0982000407050901",2,"CRC","Indian",26.4,138,29,16866,33.9,145,29,16934,3
"276","a0900067000080302",2,"CRC","Indian",7.2,88,29,16866,9.3,95,29,16934,3
"277","a0900067000080200",2,"CRC","Indian",6.1,82,29,16866,NA,NA,NA,NA,NA
"278","a0900067000080457",2,"CRC","Indian",5.8,81,29,16866,8.8,88,30,16934,3
"279","a0900067000080146",2,"BHC","Indian",4.9,77,29,16866,NA,NA,NA,NA,NA
"280","a0900067000080301",2,"BHC","Indian",3.4,70,29,16866,6.2,80,29,16934,3
"281","a0900067000085349",2,"CRC","Indian",6.4,80,29,16866,11,98,29,16934,3
"282","a0900067000080047",2,"CRC","Indian",4.9,67,29,16866,5.2,76,30,16934,3
"283","a0982000407050933",2,"CRC","Indian",1.8,56,29,16866,NA,NA,NA,NA,NA
"284","a0982000407050925",2,"BHC","Indian",2,61,29,16866,NA,NA,NA,NA,NA
"285","a0982000407050970",2,"CRC","Indian",0.9,49,29,16866,NA,NA,NA,NA,NA
"286","a0982000407050955",2,"CRC","Indian",0.8,48,29,16866,NA,NA,NA,NA,NA
"287","a0900067000085401",2,"CRC","Indian",1.8,56,30,16866,NA,NA,NA,NA,NA
"288","a0982000407050940",2,"BHC","Indian",4.2,76,30,16866,NA,NA,NA,NA,NA
"289","a0982000407050930",2,"CRC","Indian",5,80,30,16866,NA,NA,NA,NA,NA
"290","a0900067000085180",2,"BHC","Indian",23.2,131,30,16866,25.2,134,31,16934,3
"291","a0982000407050893",2,"CRC","Indian",1.6,54,30,16866,3.9,65,30,16934,3
"292","a0982000407050926",2,"CRC","Indian",3.9,72,30,16866,NA,NA,NA,NA,NA
"293","a0982000407050945",2,"CRC","Indian",3.9,71,30,16866,6.6,81,29,16934,3
