"","ID","Species","Stream","Y","X1","X2","Size1","Size2","JD1","JD2","Date1","Date2","Occasion1","Occasion2","IND_ID","TAG_ID"
"52",52,"CRC","Indian",0,29,NA,97,NA,16810,NA,"2016-01-10",NA,1,2,296,"a0900067000085360  "
"53",53,"CRC","Indian",0,28,NA,124,NA,16810,NA,"2016-01-10",NA,1,2,298,"a0900067000085374  "
"54",54,"CRC","Indian",0,27,NA,132,NA,16810,NA,"2016-01-10",NA,1,2,299,"a0900067000085377  "
"55",55,"CRC","Indian",0,23,NA,110,NA,16810,NA,"2016-01-10",NA,1,2,302,"a0900067000085413  "
"56",56,"CRC","Indian",0,34,NA,161,NA,16810,NA,"2016-01-10",NA,1,2,304,"a0900067000085437  "
"57",57,"CRC","Indian",0,27,NA,127,NA,16810,NA,"2016-01-10",NA,1,2,305,"a0900067000085440  "
"58",58,"CRC","Indian",1,12,12,147,141,16810,16864,"2016-01-10","2016-03-04",1,2,549,"a0982000403060049  "
"59",59,"CRC","Todd",0,18,NA,93,NA,16818,NA,"2016-01-18",NA,1,2,769,"a0900067000076510  "
"60",60,"CRC","Todd",0,10,NA,154,NA,16818,NA,"2016-01-18",NA,1,2,772,"a0900067000076557  "
"61",61,"CRC","Todd",0,17,NA,69,NA,16818,NA,"2016-01-18",NA,1,2,777,"a0900067000076666  "
"62",62,"CRC","Todd",0,11,NA,105,NA,16818,NA,"2016-01-18",NA,1,2,779,"a0900067000076715  "
"63",63,"CRC","Todd",0,15,NA,80,NA,16818,NA,"2016-01-18",NA,1,2,781,"a0900067000076846  "
"64",64,"CRC","Todd",0,10,NA,122,NA,16818,NA,"2016-01-18",NA,1,2,787,"a0900067000080024  "
"65",65,"CRC","Todd",0,13,NA,101,NA,16818,NA,"2016-01-18",NA,1,2,788,"a0900067000080068  "
"66",66,"CRC","Todd",0,9,NA,80,NA,16818,NA,"2016-01-18",NA,1,2,790,"a0900067000080070  "
"67",67,"CRC","Todd",0,10,NA,70,NA,16818,NA,"2016-01-18",NA,1,2,791,"a0900067000080083  "
"68",68,"CRC","Todd",0,13,NA,51,NA,16818,NA,"2016-01-18",NA,1,2,793,"a0900067000080087  "
"69",69,"CRC","Todd",0,13,NA,76,NA,16818,NA,"2016-01-18",NA,1,2,795,"a0900067000080100  "
"70",70,"CRC","Todd",0,22,NA,82,NA,16821,NA,"2016-01-21",NA,1,2,796,"a0900067000080104  "
"71",71,"CRC","Todd",0,13,NA,95,NA,16818,NA,"2016-01-18",NA,1,2,797,"a0900067000080151  "
"72",72,"CRC","Todd",0,6,NA,123,NA,16814,NA,"2016-01-14",NA,1,2,798,"a0900067000080160"
"73",73,"CRC","Todd",0,13,NA,60,NA,16818,NA,"2016-01-18",NA,1,2,800,"a0900067000080240  "
"74",74,"CRC","Todd",0,10,NA,115,NA,16818,NA,"2016-01-18",NA,1,2,801,"a0900067000080252  "
"75",75,"CRC","Todd",0,10,NA,113,NA,16818,NA,"2016-01-18",NA,1,2,802,"a0900067000080319  "
"76",76,"CRC","Todd",0,5,NA,67,NA,16814,NA,"2016-01-14",NA,1,2,803,"a0900067000080355"
"77",77,"CRC","Todd",0,22,NA,103,NA,16821,NA,"2016-01-21",NA,1,2,804,"a0900067000080361  "
"78",78,"CRC","Todd",0,10,NA,76,NA,16818,NA,"2016-01-18",NA,1,2,808,"a0900067000080414  "
"79",79,"CRC","Todd",0,19,NA,103,NA,16818,NA,"2016-01-18",NA,1,2,810,"a0900067000080524  "
"80",80,"CRC","Todd",0,16,NA,132,NA,16818,NA,"2016-01-18",NA,1,2,811,"a0900067000080577  "
"81",81,"CRC","Todd",0,18,NA,80,NA,16818,NA,"2016-01-18",NA,1,2,812,"a0900067000080597  "
"82",82,"CRC","Todd",1,22,22,68,69,16821,16883,"2016-01-21","2016-03-23",1,2,813,"a0900067000080610  "
"83",83,"CRC","Todd",0,18,NA,69,NA,16818,NA,"2016-01-18",NA,1,2,814,"a0900067000080668  "
"84",84,"CRC","Todd",0,19,NA,52,NA,16818,NA,"2016-01-18",NA,1,2,815,"a0900067000080676  "
"85",85,"CRC","Todd",1,22,22,55,56,16821,16883,"2016-01-21","2016-03-23",1,2,816,"a0900067000080677  "
"86",86,"CRC","Todd",0,21,NA,74,NA,16821,NA,"2016-01-21",NA,1,2,817,"a0900067000080678  "
"87",87,"CRC","Todd",0,18,NA,50,NA,16818,NA,"2016-01-18",NA,1,2,819,"a0900067000080824  "
"88",88,"CRC","Todd",0,22,NA,70,NA,16821,NA,"2016-01-21",NA,1,2,820,"a0900067000080826  "
"89",89,"CRC","Todd",0,19,NA,60,NA,16818,NA,"2016-01-18",NA,1,2,822,"a0900067000080843  "
"90",90,"CRC","Todd",0,19,NA,76,NA,16818,NA,"2016-01-18",NA,1,2,823,"a0900067000080901  "
"91",91,"CRC","Todd",0,20,NA,47,NA,16821,NA,"2016-01-21",NA,1,2,824,"a0900067000080933  "
"92",92,"CRC","Todd",1,22,22,72,76,16821,16883,"2016-01-21","2016-03-23",1,2,825,"a0900067000080972  "
"93",93,"CRC","Todd",0,10,NA,89,NA,16818,NA,"2016-01-18",NA,1,2,829,"a0900067000085023  "
"94",94,"CRC","Todd",0,10,NA,108,NA,16818,NA,"2016-01-18",NA,1,2,831,"a0900067000085028  "
"95",95,"CRC","Todd",0,18,NA,76,NA,16818,NA,"2016-01-18",NA,1,2,874,"a0982000403060576  "
"96",96,"CRC","Todd",0,22,NA,90,NA,16821,NA,"2016-01-21",NA,1,2,875,"a0982000403060625  "
"97",97,"CRC","Todd",0,19,NA,87,NA,16818,NA,"2016-01-18",NA,1,2,876,"a0982000403060629  "
"98",98,"CRC","Todd",0,17,NA,63,NA,16818,NA,"2016-01-18",NA,1,2,877,"a0982000403060640  "
"99",99,"CRC","Indian",0,20,NA,81,NA,16866,NA,"2016-03-06",NA,2,3,197,"a0900067000077027  "
"100",100,"CRC","Indian",0,18,NA,126,NA,16866,NA,"2016-03-06",NA,2,3,199,"a0900067000077029  "
"101",101,"CRC","Indian",0,37,NA,101,NA,16870,NA,"2016-03-10",NA,2,3,203,"a0900067000077209  "
"102",102,"CRC","Indian",0,12,NA,117,NA,16864,NA,"2016-03-04",NA,2,3,206,"a0900067000077380  "
"103",103,"CRC","Indian",1,29,30,67,76,16866,16934,"2016-03-06","2016-05-13",2,3,214,"a0900067000080047  "
"104",104,"CRC","Indian",0,18,NA,137,NA,16866,NA,"2016-03-06",NA,2,3,219,"a0900067000080112  "
"105",105,"CRC","Indian",0,29,NA,75,NA,16866,NA,"2016-03-06",NA,2,3,222,"a0900067000080153  "
"106",106,"CRC","Indian",0,29,NA,125,NA,16866,NA,"2016-03-06",NA,2,3,224,"a0900067000080187  "
"107",107,"CRC","Indian",0,29,NA,82,NA,16866,NA,"2016-03-06",NA,2,3,226,"a0900067000080200  "
"108",108,"CRC","Indian",1,33,31,99,110,16870,16934,"2016-03-10","2016-05-13",2,3,228,"a0900067000080218  "
"109",109,"CRC","Indian",0,31,NA,80,NA,16866,NA,"2016-03-06",NA,2,3,230,"a0900067000080267  "
"110",110,"CRC","Indian",0,27,NA,91,NA,16866,NA,"2016-03-06",NA,2,3,231,"a0900067000080291  "
"111",111,"CRC","Indian",1,29,29,88,95,16866,16934,"2016-03-06","2016-05-13",2,3,232,"a0900067000080302  "
"112",112,"CRC","Indian",1,12,14,97,109,16864,16933,"2016-03-04","2016-05-12",2,3,233,"a0900067000080312  "
"113",113,"CRC","Indian",1,29,30,81,88,16866,16934,"2016-03-06","2016-05-13",2,3,243,"a0900067000080457  "
"114",114,"CRC","Indian",0,20,NA,130,NA,16866,NA,"2016-03-06",NA,2,3,245,"a0900067000080511  "
"115",115,"CRC","Indian",0,17,NA,84,NA,16866,NA,"2016-03-06",NA,2,3,246,"a0900067000080519  "
"116",116,"CRC","Indian",0,11,NA,102,NA,16864,NA,"2016-03-04",NA,2,3,247,"a0900067000080534  "
"117",117,"CRC","Indian",0,27,NA,142,NA,16866,NA,"2016-03-06",NA,2,3,248,"a0900067000080587  "
"118",118,"CRC","Indian",0,13,NA,51,NA,16864,NA,"2016-03-04",NA,2,3,249,"a0900067000080618  "
"119",119,"CRC","Indian",1,16,14,45,55,16866,16933,"2016-03-06","2016-05-12",2,3,250,"a0900067000080634  "
"120",120,"CRC","Indian",1,12,15,62,76,16864,16933,"2016-03-04","2016-05-12",2,3,251,"a0900067000080650  "
"121",121,"CRC","Indian",0,5,NA,49,NA,16864,NA,"2016-03-04",NA,2,3,252,"a0900067000080652  "
"122",122,"CRC","Indian",0,5,NA,48,NA,16864,NA,"2016-03-04",NA,2,3,253,"a0900067000080658  "
"123",123,"CRC","Indian",0,24,NA,97,NA,16866,NA,"2016-03-06",NA,2,3,254,"a0900067000080659  "
"124",124,"CRC","Indian",0,26,NA,48,NA,16866,NA,"2016-03-06",NA,2,3,255,"a0900067000080689  "
"125",125,"CRC","Indian",0,15,NA,48,NA,16866,NA,"2016-03-06",NA,2,3,256,"a0900067000080708  "
"126",126,"CRC","Indian",0,23,NA,48,NA,16866,NA,"2016-03-06",NA,2,3,257,"a0900067000080725  "
"127",127,"CRC","Indian",0,15,NA,53,NA,16866,NA,"2016-03-06",NA,2,3,258,"a0900067000080740  "
"128",128,"CRC","Indian",0,24,NA,46,NA,16866,NA,"2016-03-06",NA,2,3,259,"a0900067000080755  "
"129",129,"CRC","Indian",1,24,26,48,61,16866,16934,"2016-03-06","2016-05-13",2,3,260,"a0900067000080778  "
"130",130,"CRC","Indian",0,5,NA,55,NA,16864,NA,"2016-03-04",NA,2,3,261,"a0900067000080878  "
"131",131,"CRC","Indian",0,13,NA,46,NA,16864,NA,"2016-03-04",NA,2,3,262,"a0900067000080890  "
"132",132,"CRC","Indian",0,11,NA,48,NA,16864,NA,"2016-03-04",NA,2,3,263,"a0900067000080935  "
"133",133,"CRC","Indian",0,6,NA,54,NA,16864,NA,"2016-03-04",NA,2,3,264,"a0900067000080936  "
"134",134,"CRC","Indian",0,5,NA,50,NA,16864,NA,"2016-03-04",NA,2,3,265,"a0900067000080962  "
"135",135,"CRC","Indian",0,22,NA,105,NA,16866,NA,"2016-03-06",NA,2,3,266,"a0900067000084883  "
"136",136,"CRC","Indian",0,34,NA,93,NA,16870,NA,"2016-03-10",NA,2,3,267,"a0900067000085006  "
"137",137,"CRC","Indian",0,22,NA,130,NA,16866,NA,"2016-03-06",NA,2,3,269,"a0900067000085025  "
"138",138,"CRC","Indian",0,31,NA,87,NA,16866,NA,"2016-03-06",NA,2,3,270,"a0900067000085029  "
"139",139,"CRC","Indian",0,23,NA,78,NA,16866,NA,"2016-03-06",NA,2,3,276,"a0900067000085086  "
"140",140,"CRC","Indian",0,19,NA,89,NA,16866,NA,"2016-03-06",NA,2,3,282,"a0900067000085197  "
"141",141,"CRC","Indian",0,27,NA,157,NA,16866,NA,"2016-03-06",NA,2,3,288,"a0900067000085250  "
"142",142,"CRC","Indian",0,26,NA,92,NA,16866,NA,"2016-03-06",NA,2,3,293,"a0900067000085343  "
"143",143,"CRC","Indian",1,29,29,80,98,16866,16934,"2016-03-06","2016-05-13",2,3,295,"a0900067000085349  "
"144",144,"CRC","Indian",0,11,NA,91,NA,16864,NA,"2016-03-04",NA,2,3,297,"a0900067000085368  "
"145",145,"CRC","Indian",0,31,NA,52,NA,16866,NA,"2016-03-06",NA,2,3,300,"a0900067000085394  "
"146",146,"CRC","Indian",0,30,NA,56,NA,16866,NA,"2016-03-06",NA,2,3,301,"a0900067000085401  "
"147",147,"CRC","Indian",0,33,NA,112,NA,16870,NA,"2016-03-10",NA,2,3,306,"a0900067000085447  "
"148",148,"CRC","Indian",0,34,NA,94,NA,16870,NA,"2016-03-10",NA,2,3,308,"a0900067000085472  "
"149",149,"CRC","Indian",0,29,NA,119,NA,16866,NA,"2016-03-06",NA,2,3,309,"a0900067000085477  "
"150",150,"CRC","Indian",0,12,NA,141,NA,16864,NA,"2016-03-04",NA,2,3,549,"a0982000403060049  "
"151",151,"CRC","Indian",0,2,NA,128,NA,16864,NA,"2016-03-04",NA,2,3,551,"a0982000403060491  "
"152",152,"CRC","Indian",0,34,NA,53,NA,16870,NA,"2016-03-10",NA,2,3,643,"a0982000407050799  "
"153",153,"CRC","Indian",0,33,NA,47,NA,16870,NA,"2016-03-10",NA,2,3,644,"a0982000407050817  "
"154",154,"CRC","Indian",0,33,NA,55,NA,16870,NA,"2016-03-10",NA,2,3,645,"a0982000407050844  "
"155",155,"CRC","Indian",1,30,30,54,65,16866,16934,"2016-03-06","2016-05-13",2,3,646,"a0982000407050893  "
"156",156,"CRC","Indian",1,29,29,138,145,16866,16934,"2016-03-06","2016-05-13",2,3,647,"a0982000407050901  "
"157",157,"CRC","Indian",0,28,NA,46,NA,16866,NA,"2016-03-06",NA,2,3,648,"a0982000407050914  "
"158",158,"CRC","Indian",0,30,NA,72,NA,16866,NA,"2016-03-06",NA,2,3,649,"a0982000407050926  "
"159",159,"CRC","Indian",0,30,NA,80,NA,16866,NA,"2016-03-06",NA,2,3,650,"a0982000407050930  "
"160",160,"CRC","Indian",0,29,NA,56,NA,16866,NA,"2016-03-06",NA,2,3,651,"a0982000407050933  "
"161",161,"CRC","Indian",1,30,29,71,81,16866,16934,"2016-03-06","2016-05-13",2,3,652,"a0982000407050945  "
"162",162,"CRC","Indian",0,27,NA,51,NA,16866,NA,"2016-03-06",NA,2,3,653,"a0982000407050953  "
"163",163,"CRC","Indian",1,31,31,79,84,16866,16934,"2016-03-06","2016-05-13",2,3,654,"a0982000407050954  "
"164",164,"CRC","Indian",0,29,NA,48,NA,16866,NA,"2016-03-06",NA,2,3,655,"a0982000407050955  "
"165",165,"CRC","Indian",0,29,NA,49,NA,16866,NA,"2016-03-06",NA,2,3,656,"a0982000407050970  "
"166",166,"CRC","Todd",0,10,NA,111,NA,16880,NA,"2016-03-20",NA,2,3,771,"a0900067000076528"
"167",167,"CRC","Todd",0,19,NA,72,NA,16880,NA,"2016-03-20",NA,2,3,774,"a0900067000076617"
"168",168,"CRC","Todd",0,21,NA,93,NA,16880,NA,"2016-03-20",NA,2,3,776,"a0900067000076638"
"169",169,"CRC","Todd",0,10,NA,118,NA,16880,NA,"2016-03-20",NA,2,3,778,"a0900067000076715"
"170",170,"CRC","Todd",0,16,NA,95,NA,16880,NA,"2016-03-20",NA,2,3,783,"a0900067000077233"
"171",171,"CRC","Todd",0,9,NA,70,NA,16880,NA,"2016-03-20",NA,2,3,785,"a0900067000077292"
"172",172,"CRC","Todd",0,11,NA,138,NA,16880,NA,"2016-03-20",NA,2,3,786,"a0900067000080024"
"173",173,"CRC","Todd",0,11,NA,95,NA,16880,NA,"2016-03-20",NA,2,3,789,"a0900067000080070"
"174",174,"CRC","Todd",0,13,NA,75,NA,16880,NA,"2016-03-20",NA,2,3,794,"a0900067000080100"
"175",175,"CRC","Todd",0,17,NA,61,NA,16880,NA,"2016-03-20",NA,2,3,799,"a0900067000080240"
"176",176,"CRC","Todd",0,13,NA,72,NA,16880,NA,"2016-03-20",NA,2,3,805,"a0900067000080390"
"177",177,"CRC","Todd",0,16,NA,75,NA,16880,NA,"2016-03-20",NA,2,3,807,"a0900067000080414"
"178",178,"CRC","Todd",0,19,NA,107,NA,16880,NA,"2016-03-20",NA,2,3,809,"a0900067000080524"
"179",179,"CRC","Todd",0,22,NA,69,NA,16883,NA,"2016-03-23",NA,2,3,813,"a0900067000080610  "
"180",180,"CRC","Todd",0,22,NA,56,NA,16883,NA,"2016-03-23",NA,2,3,816,"a0900067000080677  "
"181",181,"CRC","Todd",0,19,NA,55,NA,16880,NA,"2016-03-20",NA,2,3,818,"a0900067000080824"
"182",182,"CRC","Todd",0,19,NA,65,NA,16880,NA,"2016-03-20",NA,2,3,821,"a0900067000080843"
"183",183,"CRC","Todd",1,22,22,76,78,16883,16948,"2016-03-23","2016-05-27",2,3,825,"a0900067000080972  "
"184",184,"CRC","Todd",0,13,NA,79,NA,16880,NA,"2016-03-20",NA,2,3,826,"a0900067000084700"
"185",185,"CRC","Todd",0,10,NA,100,NA,16880,NA,"2016-03-20",NA,2,3,828,"a0900067000085023"
"186",186,"CRC","Todd",0,11,NA,125,NA,16880,NA,"2016-03-20",NA,2,3,830,"a0900067000085028"
"187",187,"CRC","Todd",0,10,NA,87,NA,16880,NA,"2016-03-20",NA,2,3,832,"a0900067000085331"
"188",188,"CRC","Todd",0,13,NA,90,NA,16880,NA,"2016-03-20",NA,2,3,833,"a0900067000085384"
"189",189,"CRC","Todd",0,4,NA,141,NA,16884,NA,"2016-03-24",NA,2,3,835,"a0900067000085427  "
"190",190,"CRC","Todd",0,22,NA,89,NA,16883,NA,"2016-03-23",NA,2,3,836,"a0900067000085444  "
"191",191,"CRC","Todd",0,21,NA,80,NA,16880,NA,"2016-03-20",NA,2,3,872,"a0982000403060561"
"192",192,"CRC","Todd",0,22,NA,93,NA,16883,NA,"2016-03-23",NA,2,3,882,"a0982000407050096  "
"193",193,"CRC","Todd",0,22,NA,49,NA,16883,NA,"2016-03-23",NA,2,3,883,"a0982000407050130  "
"194",194,"CRC","Todd",0,13,NA,75,NA,16880,NA,"2016-03-20",NA,2,3,884,"a0982000407050182"
"195",195,"CRC","Todd",0,13,NA,89,NA,16880,NA,"2016-03-20",NA,2,3,885,"a0982000407050192"
"196",196,"CRC","Todd",0,13,NA,68,NA,16880,NA,"2016-03-20",NA,2,3,887,"a0982000407050197"
"197",197,"CRC","Todd",0,13,NA,74,NA,16880,NA,"2016-03-20",NA,2,3,889,"a0982000407050208"
"198",198,"CRC","Todd",0,13,NA,71,NA,16880,NA,"2016-03-20",NA,2,3,891,"a0982000407050211"
"199",199,"CRC","Todd",0,16,NA,90,NA,16880,NA,"2016-03-20",NA,2,3,893,"a0982000407050228"
"200",200,"CRC","Todd",0,12,NA,55,NA,16880,NA,"2016-03-20",NA,2,3,894,"a0982000407050229"
"201",201,"CRC","Todd",0,13,NA,52,NA,16880,NA,"2016-03-20",NA,2,3,895,"a0982000407050239"
"202",202,"CRC","Todd",0,9,NA,54,NA,16880,NA,"2016-03-20",NA,2,3,896,"a0982000407050245"
"203",203,"CRC","Todd",0,16,NA,88,NA,16880,NA,"2016-03-20",NA,2,3,897,"a0982000407050249"
"204",204,"CRC","Todd",0,9,NA,70,NA,16880,NA,"2016-03-20",NA,2,3,899,"a0982000407050250"
"205",205,"CRC","Todd",0,9,NA,80,NA,16880,NA,"2016-03-20",NA,2,3,900,"a0982000407050261"
"206",206,"CRC","Todd",0,13,NA,94,NA,16880,NA,"2016-03-20",NA,2,3,901,"a0982000407050269"
"207",207,"CRC","Todd",0,4,NA,125,NA,16884,NA,"2016-03-24",NA,2,3,903,"a0982000407050307  "
"208",208,"CRC","Todd",0,9,NA,84,NA,16880,NA,"2016-03-20",NA,2,3,906,"a0982000407050818"
"209",209,"CRC","Todd",0,21,NA,55,NA,16880,NA,"2016-03-20",NA,2,3,907,"a0982000407050900"
"210",210,"CRC","Todd",0,18,NA,61,NA,16880,NA,"2016-03-20",NA,2,3,908,"a0982000407050923"
"211",211,"CRC","Todd",0,19,NA,69,NA,16880,NA,"2016-03-20",NA,2,3,909,"a0982000407050938"
"212",212,"CRC","Todd",0,19,NA,80,NA,16880,NA,"2016-03-20",NA,2,3,910,"a0982000407050946"
"213",213,"CRC","Todd",0,19,NA,61,NA,16880,NA,"2016-03-20",NA,2,3,911,"a0982000407050988"
"214",214,"CRC","Indian",0,11,NA,126,NA,16933,NA,"2016-05-12",NA,3,4,204,"a0900067000077330  "
"215",215,"CRC","Indian",0,28,NA,110,NA,16934,NA,"2016-05-13",NA,3,4,207,"a0900067000077402  "
"216",216,"CRC","Indian",1,30,29,76,85,16934,16990,"2016-05-13","2016-07-08",3,4,214,"a0900067000080047  "
"217",217,"CRC","Indian",0,23,NA,145,NA,16934,NA,"2016-05-13",NA,3,4,217,"a0900067000080101  "
"218",218,"CRC","Indian",1,31,32,99,105,16934,16990,"2016-05-13","2016-07-08",3,4,221,"a0900067000080128  "
"219",219,"CRC","Indian",1,31,34,110,122,16934,16990,"2016-05-13","2016-07-08",3,4,228,"a0900067000080218  "
"220",220,"CRC","Indian",1,29,29,95,106,16934,16990,"2016-05-13","2016-07-08",3,4,232,"a0900067000080302  "
"221",221,"CRC","Indian",0,14,NA,109,NA,16933,NA,"2016-05-12",NA,3,4,233,"a0900067000080312  "
"222",222,"CRC","Indian",1,24,24,91,97,16934,16990,"2016-05-13","2016-07-08",3,4,242,"a0900067000080455  "
"223",223,"CRC","Indian",1,30,31,88,101,16934,16990,"2016-05-13","2016-07-08",3,4,243,"a0900067000080457  "
"224",224,"CRC","Indian",0,14,NA,55,NA,16933,NA,"2016-05-12",NA,3,4,250,"a0900067000080634  "
"225",225,"CRC","Indian",0,15,NA,76,NA,16933,NA,"2016-05-12",NA,3,4,251,"a0900067000080650  "
"226",226,"CRC","Indian",0,26,NA,61,NA,16934,NA,"2016-05-13",NA,3,4,260,"a0900067000080778  "
"227",227,"CRC","Indian",0,27,NA,109,NA,16934,NA,"2016-05-13",NA,3,4,268,"a0900067000085011  "
"228",228,"CRC","Indian",0,14,NA,122,NA,16933,NA,"2016-05-12",NA,3,4,273,"a0900067000085042  "
"229",229,"CRC","Indian",1,28,28,121,125,16934,16990,"2016-05-13","2016-07-08",3,4,275,"a0900067000085075  "
"230",230,"CRC","Indian",1,30,26,105,109,16934,16990,"2016-05-13","2016-07-08",3,4,277,"a0900067000085089  "
